Week,Address,Number of delivered orders,Basket size,Bad rated orders due to wrong or Missing Products,Bad rated orders due to store packaging Issues,Bad rated orders due to store allergy not considered,Bad rated orders due to to  Poor Quality,Cancelled Orders Due to Customer Absent,Cancelled Orders due to Partner Printer/internet issue,Cancelled Orders Due to Partner Products Not Available,Cancelled Orders Due to Partner Store Closed,Cancelled Orders Due to Store Cant Deliver,Refunds to customer,Total Order Complaint,Total Order Cancellation
22-Feb-25,"Calle de Bravo Murillo, 380, Madrid, Spain",104,€ 19.45,7,0,0,0,0,0,5,0,1,€ 20.42,7,6
03-May-25,"Calle de Bravo Murillo, 380, Madrid, Spain",109,€ 20.08,7,0,0,0,0,0,10,0,0,€ 70.28,7,10
15-Feb-25,"Calle de Bravo Murillo, 380, Madrid, Spain",94,€ 20.25,8,0,0,1,0,0,0,0,0,€ 81.00,9,0
15-Mar-25,"Calle de Bravo Murillo, 380, Madrid, Spain",104,€ 19.39,8,1,0,2,0,0,1,0,0,€ 23.27,11,1
26-Apr-25,"Calle de Bravo Murillo, 380, Madrid, Spain",94,€ 18.77,9,0,0,1,0,0,0,0,0,€ 135.14,10,0
08-Feb-25,"Calle de Bravo Murillo, 380, Madrid, Spain",127,€ 17.68,10,2,1,1,0,0,0,0,0,€ 26.52,14,0
18-Jan-25,"Calle de Bravo Murillo, 380, Madrid, Spain",161,€ 18.75,12,0,0,1,0,0,6,4,4,€ 112.50,13,14
01-Feb-25,"Calle de Bravo Murillo, 380, Madrid, Spain",168,€ 18.69,13,0,0,3,0,0,1,0,0,€ 72.89,16,1
10-May-25,"Calle de la Fuente Carrantona, 50, 28030 Madrid, España",89,€ 19.43,3,0,0,1,0,0,0,0,0,€ 8.74,4,0
17-May-25,"Calle de la Fuente Carrantona, 50, 28030 Madrid, España",75,€ 20.47,5,0,0,3,1,0,0,0,0,€ 15.35,8,1
26-Apr-25,"Calle de la Fuente Carrantona, 50, 28030 Madrid, España",47,€ 22.82,6,0,0,0,0,0,0,0,1,€ 109.54,6,1
03-May-25,"Calle de la Fuente Carrantona, 50, 28030 Madrid, España",101,€ 21.21,7,0,0,1,0,0,0,0,0,€ 22.27,8,0
24-May-25,"Calle de la Fuente Carrantona, 50, 28030 Madrid, España",24,€ 19.63,0,0,0,0,0,0,0,0,1,€ 0.00,0,1
11-Jan-25,"Calle de Maqueda, 100, Madrid, Spain",31,€ 24.15,0,0,0,0,1,0,0,0,0,€ 0.00,0,1
15-Mar-25,"Calle de Maqueda, 100, Madrid, Spain",105,€ 18.90,2,0,0,1,0,0,0,0,0,€ 18.90,3,0
22-Mar-25,"Calle de Maqueda, 100, Madrid, Spain",92,€ 19.90,2,0,0,0,0,0,0,0,0,€ 11.94,2,0
08-Mar-25,"Calle de Maqueda, 100, Madrid, Spain",107,€ 19.06,3,0,0,1,0,0,0,0,0,€ 28.59,4,0
05-Apr-25,"Calle de Maqueda, 100, Madrid, Spain",111,€ 21.35,3,0,0,0,0,0,0,0,0,€ 19.22,3,0
19-Apr-25,"Calle de Maqueda, 100, Madrid, Spain",107,€ 19.77,3,0,0,1,0,0,0,0,0,€ 29.66,4,0
03-May-25,"Calle de Maqueda, 100, Madrid, Spain",129,€ 19.67,5,0,0,0,0,0,0,0,0,€ 29.50,5,0
25-Jan-25,"Calle de Maqueda, 100, Madrid, Spain",161,€ 20.18,6,1,0,2,0,0,0,0,0,€ 60.54,9,0
08-Feb-25,"Calle de Maqueda, 100, Madrid, Spain",166,€ 22.28,6,1,0,1,1,0,0,1,0,€ 20.05,8,2
22-Feb-25,"Calle de Maqueda, 100, Madrid, Spain",125,€ 22.45,6,0,0,0,0,0,0,0,0,€ 67.35,6,0
29-Mar-25,"Calle de Maqueda, 100, Madrid, Spain",111,€ 21.21,6,0,0,1,0,0,0,0,0,€ 19.09,7,0
15-Feb-25,"Calle de Maqueda, 100, Madrid, Spain",116,€ 19.22,7,0,0,1,0,0,0,0,0,€ 67.27,8,0
18-Jan-25,"Calle de Maqueda, 100, Madrid, Spain",189,€ 20.20,8,0,0,1,0,0,0,0,0,€ 48.48,9,0
01-Feb-25,"Calle de Maqueda, 100, Madrid, Spain",178,€ 19.52,8,0,2,0,0,0,0,0,0,€ 46.85,10,0
28-Dec-20,"Calle de Maqueda, 100, Madrid, Spain",175,€ 22.93,9,0,0,4,0,0,0,0,0,€ 30.96,13,0
17-May-25,"Calle de Maqueda, 100, Madrid, Spain",98,€ 20.41,10,0,0,0,0,0,0,0,0,€ 163.28,10,0
12-Apr-25,"Calle de Maqueda, 100, Madrid, Spain",107,€ 20.00,12,1,2,0,0,0,0,0,0,€ 72.00,15,0
04-Jan-25,"Calle de Maqueda, 100, Madrid, Spain",152,€ 22.37,14,0,1,4,0,0,0,0,0,€ 46.98,19,0
01-Mar-25,"Calle de Maqueda, 100, Madrid, Spain",127,€ 20.60,14,0,0,1,0,0,0,0,0,€ 86.52,15,0
26-Apr-25,"Calle de Maqueda, 100, Madrid, Spain",118,€ 20.43,15,0,0,0,0,0,0,0,0,€ 45.97,15,0
31-May-25,"Calle de Maqueda, 100, Madrid, Spain",115,€ 19.22,20,0,0,1,0,0,0,0,0,€ 192.20,21,0
24-May-25,"Calle de Maqueda, 100, Madrid, Spain",112,€ 19.38,27,0,0,0,0,1,0,0,0,€ 78.49,27,1
10-May-25,"Calle de Maqueda, 100, Madrid, Spain",125,€ 19.40,30,0,0,1,0,0,0,0,0,€ 465.60,31,0
11-Jan-25,"Calle de San Bernardo, 80, Madrid, Spain",37,€ 17.00,1,0,0,0,0,0,0,0,0,€ 8.50,1,0
08-Feb-25,"Calle de San Bernardo, 80, Madrid, Spain",85,€ 18.60,1,0,1,0,0,0,0,0,0,€ 9.30,2,0
15-Feb-25,"Calle de San Bernardo, 80, Madrid, Spain",49,€ 19.17,1,1,0,3,0,0,0,0,0,€ 5.75,5,0
01-Mar-25,"Calle de San Bernardo, 80, Madrid, Spain",55,€ 16.61,1,0,0,0,1,0,0,0,0,€ 2.49,1,1
15-Mar-25,"Calle de San Bernardo, 80, Madrid, Spain",57,€ 18.05,1,1,0,0,0,0,0,0,0,€ 5.42,2,0
22-Mar-25,"Calle de San Bernardo, 80, Madrid, Spain",42,€ 14.61,1,0,0,0,0,0,0,0,0,€ 4.38,1,0
10-May-25,"Calle de San Bernardo, 80, Madrid, Spain",51,€ 18.44,1,0,0,0,0,0,0,0,0,€ 2.77,1,0
17-May-25,"Calle de San Bernardo, 80, Madrid, Spain",42,€ 16.74,1,0,0,0,0,0,0,0,0,€ 8.37,1,0
24-May-25,"Calle de San Bernardo, 80, Madrid, Spain",32,€ 16.88,1,0,0,1,0,0,0,1,0,€ 2.53,2,1
04-Jan-25,"Calle de San Bernardo, 80, Madrid, Spain",52,€ 15.83,2,0,0,0,0,0,0,0,0,€ 4.75,2,0
18-Jan-25,"Calle de San Bernardo, 80, Madrid, Spain",93,€ 17.60,2,0,0,2,0,0,1,0,0,€ 17.60,4,1
05-Apr-25,"Calle de San Bernardo, 80, Madrid, Spain",44,€ 19.41,2,0,0,0,0,0,0,0,0,€ 5.82,2,0
22-Feb-25,"Calle de San Bernardo, 80, Madrid, Spain",54,€ 17.20,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
19-Apr-25,"Calle de San Bernardo, 80, Madrid, Spain",53,€ 16.62,2,0,0,0,1,1,0,0,0,€ 16.62,2,2
26-Apr-25,"Calle de San Bernardo, 80, Madrid, Spain",42,€ 18.06,2,0,0,0,0,0,0,0,0,€ 10.84,2,0
08-Mar-25,"Calle de San Bernardo, 80, Madrid, Spain",51,€ 18.03,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
28-Dec-20,"Calle de San Bernardo, 80, Madrid, Spain",83,€ 20.61,3,0,0,3,1,0,0,0,0,€ 30.92,6,1
25-Jan-25,"Calle de San Bernardo, 80, Madrid, Spain",90,€ 17.91,3,0,0,0,1,0,0,0,0,€ 8.06,3,1
29-Mar-25,"Calle de San Bernardo, 80, Madrid, Spain",56,€ 20.47,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
03-May-25,"Calle de San Bernardo, 80, Madrid, Spain",68,€ 17.02,3,0,2,0,0,0,0,0,0,€ 7.66,5,0
12-Apr-25,"Calle de San Bernardo, 80, Madrid, Spain",39,€ 16.44,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
01-Feb-25,"Calle de San Bernardo, 80, Madrid, Spain",92,€ 16.99,7,0,0,1,0,0,1,0,0,€ 35.68,8,1
08-Feb-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",123,€ 17.50,1,0,0,1,0,0,0,0,0,€ 2.62,2,0
04-Jan-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",104,€ 20.15,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
11-Jan-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",65,€ 21.12,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Mar-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",114,€ 18.10,1,0,0,1,0,0,0,0,0,€ 9.05,2,0
19-Apr-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",98,€ 16.71,1,0,0,0,0,0,0,0,0,€ 8.36,1,0
26-Apr-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",123,€ 16.16,1,0,1,0,0,0,0,0,1,€ 2.42,2,1
03-May-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",183,€ 16.58,1,0,0,0,1,0,0,0,0,€ 2.49,1,1
28-Dec-20,"Calle de Sta Engracia, 100, 28003 Madrid, España",106,€ 18.05,2,1,0,1,0,0,0,0,0,€ 18.05,4,0
18-Jan-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",220,€ 17.23,2,0,0,1,1,0,0,0,1,€ 10.34,3,2
12-Apr-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",110,€ 16.42,2,0,0,0,0,0,0,0,0,€ 4.93,2,0
10-May-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",209,€ 17.07,2,0,0,1,1,0,0,0,0,€ 17.07,3,1
24-May-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",169,€ 16.35,2,0,0,0,1,0,0,0,0,€ 16.35,2,1
15-Mar-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",128,€ 17.72,0,0,0,0,1,0,0,0,0,€ 0.00,0,1
25-Jan-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",190,€ 16.55,3,0,0,0,0,0,0,0,1,€ 14.90,3,1
01-Feb-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",170,€ 16.91,3,0,0,0,0,0,0,0,0,€ 7.61,3,0
05-Apr-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",103,€ 18.04,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
15-Feb-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",138,€ 16.93,4,0,0,0,0,0,0,0,0,€ 20.32,4,0
22-Feb-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",190,€ 16.07,4,0,0,0,0,0,0,0,0,€ 9.64,4,0
01-Mar-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",242,€ 16.69,5,1,0,1,2,0,0,0,0,€ 41.72,7,2
29-Mar-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",121,€ 17.55,5,0,0,3,0,0,0,0,0,€ 26.32,8,0
17-May-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",160,€ 17.25,5,0,0,0,0,0,0,0,0,€ 43.12,5,0
08-Mar-25,"Calle de Sta Engracia, 100, 28003 Madrid, España",184,€ 16.55,6,1,0,1,0,0,0,0,0,€ 29.79,8,0
04-Jan-25,"Calle de Valencia, 18, 28012 Madrid, España",77,€ 17.75,1,0,0,0,0,0,0,0,0,€ 8.88,1,0
01-Mar-25,"Calle de Valencia, 18, 28012 Madrid, España",116,€ 17.81,1,0,0,0,0,0,0,0,0,€ 8.90,1,0
11-Jan-25,"Calle de Valencia, 18, 28012 Madrid, España",30,€ 19.73,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
18-Jan-25,"Calle de Valencia, 18, 28012 Madrid, España",119,€ 16.96,2,0,0,1,0,0,0,0,0,€ 10.18,3,0
08-Mar-25,"Calle de Valencia, 18, 28012 Madrid, España",114,€ 16.43,2,1,0,1,0,0,0,0,0,€ 9.86,4,0
19-Apr-25,"Calle de Valencia, 18, 28012 Madrid, España",70,€ 18.60,2,1,0,1,1,0,0,0,0,€ 11.16,4,1
17-May-25,"Calle de Valencia, 18, 28012 Madrid, España",93,€ 17.77,2,0,0,0,0,0,0,0,0,€ 10.66,2,0
24-May-25,"Calle de Valencia, 18, 28012 Madrid, España",65,€ 17.00,2,0,0,1,0,0,0,0,0,€ 10.20,3,0
01-Feb-25,"Calle de Valencia, 18, 28012 Madrid, España",135,€ 16.45,3,0,0,0,0,0,0,0,0,€ 24.68,3,0
22-Feb-25,"Calle de Valencia, 18, 28012 Madrid, España",86,€ 17.25,3,0,0,1,0,0,0,0,0,€ 7.76,4,0
22-Mar-25,"Calle de Valencia, 18, 28012 Madrid, España",80,€ 16.50,3,0,0,0,0,0,0,0,0,€ 24.75,3,0
12-Apr-25,"Calle de Valencia, 18, 28012 Madrid, España",104,€ 17.37,3,0,0,0,0,0,0,0,0,€ 26.06,3,0
26-Apr-25,"Calle de Valencia, 18, 28012 Madrid, España",74,€ 17.71,3,0,1,1,0,0,0,0,0,€ 7.97,5,0
05-Apr-25,"Calle de Valencia, 18, 28012 Madrid, España",101,€ 17.42,0,1,0,1,0,0,0,0,0,€ 0.00,2,0
25-Jan-25,"Calle de Valencia, 18, 28012 Madrid, España",105,€ 16.70,4,0,0,0,0,0,0,0,0,€ 33.40,4,0
08-Feb-25,"Calle de Valencia, 18, 28012 Madrid, España",102,€ 17.48,4,0,0,0,0,0,0,0,0,€ 10.49,4,0
15-Mar-25,"Calle de Valencia, 18, 28012 Madrid, España",91,€ 17.65,4,0,0,0,0,0,0,0,0,€ 35.30,4,0
29-Mar-25,"Calle de Valencia, 18, 28012 Madrid, España",118,€ 18.54,4,0,0,1,1,0,0,0,0,€ 37.08,5,1
10-May-25,"Calle de Valencia, 18, 28012 Madrid, España",125,€ 16.16,4,0,0,0,0,0,0,0,0,€ 32.32,4,0
15-Feb-25,"Calle de Valencia, 18, 28012 Madrid, España",81,€ 15.63,5,0,0,1,0,0,0,0,0,€ 39.08,6,0
03-May-25,"Calle de Valencia, 18, 28012 Madrid, España",105,€ 16.23,0,0,0,0,0,0,0,0,1,€ 0.00,0,1
28-Dec-20,"Calle de Valencia, 18, 28012 Madrid, España",59,€ 19.79,6,0,0,0,0,0,0,0,0,€ 35.62,6,0
04-Jan-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",23,€ 29.42,1,0,0,0,0,0,0,0,0,€ 14.71,1,0
28-Dec-20,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",40,€ 26.82,0,0,0,0,1,0,0,0,0,€ 0.00,0,1
18-Jan-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",60,€ 20.00,1,0,0,0,0,0,0,0,0,€ 6.00,1,0
08-Feb-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",38,€ 24.63,1,0,0,0,0,0,0,0,0,€ 7.39,1,0
15-Feb-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",40,€ 23.51,1,0,0,0,0,0,0,0,0,€ 11.76,1,0
11-Jan-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",7,€ 19.28,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Feb-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",36,€ 20.44,1,0,0,0,0,0,0,0,0,€ 10.22,1,0
15-Mar-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",34,€ 24.63,1,0,0,0,0,0,0,0,0,€ 12.32,1,0
12-Apr-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",37,€ 20.29,1,0,0,0,0,0,0,0,0,€ 3.04,1,0
03-May-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",34,€ 20.74,1,0,0,0,0,0,0,0,0,€ 10.37,1,0
01-Feb-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",46,€ 23.09,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
24-May-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",41,€ 25.61,1,0,0,0,0,0,0,0,0,€ 7.68,1,0
25-Jan-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",38,€ 20.34,2,0,0,0,0,0,0,0,0,€ 12.20,2,0
08-Mar-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",37,€ 19.47,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
01-Mar-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",36,€ 20.90,3,0,0,0,0,0,0,0,0,€ 9.40,3,0
22-Mar-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",37,€ 24.44,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
29-Mar-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",46,€ 22.86,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
05-Apr-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",21,€ 23.41,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
19-Apr-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",30,€ 21.81,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
26-Apr-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",35,€ 22.75,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
10-May-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",36,€ 21.55,0,0,0,0,1,0,0,0,0,€ 0.00,0,1
17-May-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",36,€ 18.22,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
31-May-25,"Calle Edgar Neville, 2, 28223 Pozuelo de Alarcón, Madrid, España",43,€ 16.93,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
04-Jan-25,"Calle Gran Vía, 200, Madrid, Spain",67,€ 16.67,1,0,0,0,0,0,0,0,0,€ 5.00,1,0
03-May-25,"Calle Gran Vía, 200, Madrid, Spain",89,€ 18.30,1,0,0,1,0,0,0,0,0,€ 9.15,2,0
17-May-25,"Calle Gran Vía, 200, Madrid, Spain",60,€ 18.48,1,0,0,0,0,0,0,0,0,€ 2.77,1,0
31-May-25,"Calle Gran Vía, 200, Madrid, Spain",66,€ 16.38,1,0,0,1,0,0,0,0,0,€ 4.91,2,0
15-Feb-25,"Calle Gran Vía, 200, Madrid, Spain",89,€ 16.44,2,0,0,2,0,0,0,0,0,€ 4.93,4,0
08-Mar-25,"Calle Gran Vía, 200, Madrid, Spain",57,€ 19.03,2,0,0,1,0,0,0,0,0,€ 5.71,3,0
15-Mar-25,"Calle Gran Vía, 200, Madrid, Spain",95,€ 17.71,2,0,0,0,0,0,0,0,0,€ 10.63,2,0
12-Apr-25,"Calle Gran Vía, 200, Madrid, Spain",50,€ 16.88,2,0,0,1,0,0,0,0,0,€ 16.88,3,0
01-Mar-25,"Calle Gran Vía, 200, Madrid, Spain",64,€ 17.91,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
28-Dec-20,"Calle Gran Vía, 200, Madrid, Spain",110,€ 19.82,3,1,0,0,1,0,0,0,0,€ 29.73,4,1
11-Jan-25,"Calle Gran Vía, 200, Madrid, Spain",43,€ 19.77,3,0,0,0,0,0,0,0,0,€ 17.79,3,0
25-Jan-25,"Calle Gran Vía, 200, Madrid, Spain",119,€ 17.97,3,0,0,0,1,0,0,0,0,€ 26.96,3,1
08-Feb-25,"Calle Gran Vía, 200, Madrid, Spain",98,€ 16.75,3,0,1,2,0,0,0,0,0,€ 7.54,6,0
22-Mar-25,"Calle Gran Vía, 200, Madrid, Spain",59,€ 16.64,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
29-Mar-25,"Calle Gran Vía, 200, Madrid, Spain",64,€ 15.78,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
19-Apr-25,"Calle Gran Vía, 200, Madrid, Spain",78,€ 20.11,3,0,0,0,0,0,0,0,0,€ 18.10,3,0
26-Apr-25,"Calle Gran Vía, 200, Madrid, Spain",66,€ 15.71,3,0,0,0,0,0,0,0,0,€ 23.56,3,0
05-Apr-25,"Calle Gran Vía, 200, Madrid, Spain",55,€ 17.22,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
10-May-25,"Calle Gran Vía, 200, Madrid, Spain",61,€ 18.53,4,0,0,1,0,0,0,0,0,€ 11.12,5,0
22-Feb-25,"Calle Gran Vía, 200, Madrid, Spain",66,€ 17.02,5,0,0,0,0,0,0,0,0,€ 25.53,5,0
18-Jan-25,"Calle Gran Vía, 200, Madrid, Spain",148,€ 16.74,8,0,1,2,0,0,0,0,0,€ 66.96,11,0
01-Feb-25,"Calle Gran Vía, 200, Madrid, Spain",167,€ 17.87,8,0,0,1,0,0,0,0,0,€ 21.44,9,0
24-May-25,"Calle Gran Vía, 200, Madrid, Spain",60,€ 17.17,0,0,0,0,1,0,0,0,0,€ 0.00,0,1
04-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",12,€ 28.10,1,0,0,0,0,0,0,2,0,€ 8.43,1,2
28-Dec-20,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",12,€ 24.62,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
01-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",31,€ 17.01,1,0,0,0,0,0,0,0,0,€ 8.50,1,0
08-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",13,€ 20.10,1,0,0,0,0,0,0,0,0,€ 3.02,1,0
22-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",20,€ 21.98,1,0,0,0,0,0,0,0,0,€ 10.99,1,0
11-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",4,€ 25.11,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
15-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",13,€ 27.56,1,0,0,0,0,0,0,0,0,€ 8.27,1,0
18-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",31,€ 21.55,0,0,0,0,0,0,0,0,1,€ 0.00,0,1
05-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",26,€ 20.25,1,0,0,0,0,0,0,0,0,€ 10.12,1,0
12-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",21,€ 21.23,1,0,0,0,0,0,0,0,0,€ 3.18,1,0
19-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",17,€ 21.06,1,0,0,0,1,0,0,0,0,€ 6.32,1,1
25-Jan-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",22,€ 18.15,0,0,0,1,0,0,0,0,0,€ 0.00,1,0
24-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",13,€ 22.08,1,0,0,0,0,0,0,0,0,€ 6.62,1,0
31-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",15,€ 22.50,1,0,0,0,0,0,0,0,0,€ 3.38,1,0
15-Feb-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 23.31,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
22-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 22.47,2,0,0,0,0,0,0,0,0,€ 6.74,2,0
29-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",15,€ 24.17,2,0,0,0,0,0,0,0,0,€ 7.25,2,0
01-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 20.15,0,1,0,0,0,0,0,0,0,€ 0.00,1,0
03-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",21,€ 23.44,2,0,0,0,0,0,0,0,0,€ 14.06,2,0
10-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",17,€ 20.87,2,0,0,0,0,0,0,0,0,€ 6.26,2,0
08-Mar-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",17,€ 19.66,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
26-Apr-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",19,€ 30.86,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
17-May-25,"Calle Salvador de Madariaga, San Sebastián de los Reyes, Spain",8,€ 26.83,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
11-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",12,€ 14.41,0,0,0,0,0,0,0,0,1,€ 0.00,0,1
26-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",30,€ 17.56,1,0,0,0,0,0,0,0,0,€ 5.27,1,0
17-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",41,€ 15.79,1,0,1,0,0,0,0,1,0,€ 2.37,2,1
24-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",53,€ 15.64,1,0,0,0,1,0,0,0,0,€ 7.82,1,1
28-Dec-20,"Calle Serrano Jover, 5, 28015 Madrid, España",22,€ 19.37,2,0,0,0,0,0,0,1,0,€ 11.62,2,1
08-Feb-25,"Calle Serrano Jover, 5, 28015 Madrid, España",62,€ 16.17,2,0,0,1,2,0,0,0,0,€ 9.70,3,2
08-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",37,€ 19.36,2,0,0,0,0,0,0,0,0,€ 19.36,2,0
22-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",55,€ 14.48,2,0,0,0,0,0,0,0,0,€ 14.48,2,0
29-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",36,€ 16.01,2,0,0,0,0,0,0,0,0,€ 16.01,2,0
03-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",49,€ 17.83,2,0,0,0,0,0,0,0,0,€ 5.35,2,0
15-Feb-25,"Calle Serrano Jover, 5, 28015 Madrid, España",59,€ 16.41,3,0,0,0,0,0,0,0,0,€ 14.77,3,0
01-Mar-25,"Calle Serrano Jover, 5, 28015 Madrid, España",36,€ 17.36,3,0,0,0,0,0,0,0,0,€ 15.62,3,0
04-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",53,€ 17.85,4,0,1,0,0,0,0,0,0,€ 10.71,5,0
18-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",76,€ 16.48,4,0,1,0,0,2,0,1,0,€ 19.78,5,3
19-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",32,€ 15.98,0,0,0,0,0,0,0,0,0,€ 0.00,0,0
12-Apr-25,"Calle Serrano Jover, 5, 28015 Madrid, España",42,€ 16.18,4,0,0,2,0,0,0,0,0,€ 9.71,6,0
10-May-25,"Calle Serrano Jover, 5, 28015 Madrid, España",57,€ 17.59,4,0,0,0,0,0,0,0,0,€ 21.11,4,0
25-Jan-25,"Calle Serrano Jover, 5, 28015 Madrid, España",77,€ 16.26,5,2,0,1,0,0,0,0,0,€ 24.39,8,0
